Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
216,540.9,9m 0.9s,38.95688173,-95.27492046,P-GPS,1.6,0.5,2.6,0.8,0.7,0.3,1.1,0.5,5.4,1.6,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,-0.3,0,0,-0.2,0.5,-174,186,1024,1024,1024,1024,1024,,,,,
217,541,9m 1s,38.95688132,-95.27492027,P-GPS,1.3,0.4,2.6,0.8,0.7,0.3,1.1,0.5,5.6,1.7,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,-0.3,0,0,2,0.9,-174,186,1029,1099,1024,1024,1024,,,,,
218,541.1,9m 1.1s,38.95688101,-95.27492012,P-GPS,1.3,0.4,2.6,0.8,0.4,0.2,1.5,0.7,5.7,1.7,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,-0.2,0,0,2.7,1.2,-174,186,1316,1108,1024,1024,1024,,,,,
219,541.2,9m 1.2s,38.95688079,-95.27491989,P-GPS,1.3,0.4,2.6,0.8,0.2,0.1,0.0,0.0,5.8,1.8,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,-0.1,0,0,0.4,1.1,-174,186,1317,1024,1024,1024,1024,,,,,
220,541.3,9m 1.3s,38.95688065,-95.27491972,P-GPS,1.3,0.4,2.6,0.8,0.2,0.1,0.0,0.0,5.8,1.8,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,-0.1,0,0,-0.9,3.1,-174.2,185.8,1316,1024,1024,1024,1024,,,,,
221,541.4,9m 1.4s,38.95688057,-95.27491954,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.9,1.8,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,0,0,0,-1,3.7,-174.2,185.8,1395,1024,1024,1024,1024,,,,,
222,541.5,9m 1.5s,38.95688053,-95.27491948,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,5.9,1.8,38.95689271,-95.27493322,19,5,59,11.472,0.01,3.829,3.824,3.819,0,0,0,-1.1,4,-174.2,185.8,1341,1024,1024,1024,1024,,,,,
223,541.6,9m 1.6s,38.95688053,-95.27491948,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,5.9,1.8,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.1,0,-1.2,5.5,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
224,541.7,9m 1.7s,38.95688053,-95.2749196,P-GPS,1.6,0.5,2.6,0.8,0.4,0.2,0.0,0.0,5.9,1.8,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.2,0,-1.1,4.6,-174.2,185.8,1020,1024,1024,1024,1024,,,,,
225,541.8,9m 1.8s,38.95688056,-95.27491983,P-GPS,1.6,0.5,2.6,0.8,0.4,0.2,0.0,0.0,5.8,1.8,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.2,0,-1.2,1.5,-174,186,1013,1024,1024,1024,1024,,,,,
226,541.9,9m 1.9s,38.95688059,-95.27492011,P-GPS,1.6,0.5,2.6,0.8,0.4,0.2,0.0,0.0,5.8,1.8,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.2,0,-1.4,-0.4,-174.1,185.9,1020,1024,1024,1024,1024,,,,,
227,542,9m 2s,38.95688061,-95.27492044,P-GPS,1.6,0.5,2.6,0.8,0.4,0.2,1.1,0.5,5.7,1.7,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.2,0,-1.4,-2,-174.2,185.8,1030,1024,1024,1024,1024,,,,,
228,542.1,9m 2.1s,38.95688062,-95.27492072,P-GPS,1.6,0.5,2.6,0.8,0.4,0.2,0.0,0.0,5.7,1.7,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.2,0,-1.4,-2.5,-174.2,185.8,1348,1024,1024,1024,1024,,,,,
229,542.2,9m 2.2s,38.95688063,-95.27492095,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.1,0,-1.3,-1.7,-174.2,185.8,1271,1024,1024,1024,1024,,,,,
230,542.3,9m 2.3s,38.95688064,-95.27492111,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,59,11.474,0.01,3.83,3.824,3.82,0,-0.1,0,-1.5,2,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
231,542.4,9m 2.4s,38.95688065,-95.27492125,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,5.6,1.7,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,-0.1,0,-1.4,1.6,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
232,542.5,9m 2.5s,38.95688066,-95.2749214,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,5.5,1.7,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,-0.1,0,-1.3,0,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
233,542.6,9m 2.6s,38.95688067,-95.27492156,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,5.5,1.7,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,-0.1,0,-1.6,-0.6,-174,186,1024,1024,1024,1024,1024,,,,,
234,542.7,9m 2.7s,38.95688068,-95.27492169,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,5.5,1.7,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-1.8,-1.2,-174,186,1024,1024,1024,1024,1024,,,,,
235,542.8,9m 2.8s,38.95688071,-95.27492179,P-GPS,1.6,0.5,3.0,0.9,0.0,0.0,0.0,0.0,5.4,1.7,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-2,-1,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
236,542.9,9m 2.9s,38.95688073,-95.27492186,P-GPS,1.6,0.5,3.0,0.9,0.0,0.0,0.0,0.0,5.4,1.7,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-1.9,-0.4,-174.1,185.9,1079,1024,1024,1024,1024,,,,,
237,543,9m 3s,38.95688076,-95.27492189,P-GPS,1.3,0.4,3.0,0.9,0.0,0.0,0.0,0.0,5.4,1.6,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-1.9,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
238,543.1,9m 3.1s,38.95688079,-95.2749219,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.4,1.6,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-1.8,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
239,543.2,9m 3.2s,38.95688085,-95.2749219,P-GPS,1.3,0.4,3.0,0.9,0.0,0.0,0.0,0.0,5.4,1.6,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-1.7,0.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
240,543.3,9m 3.3s,38.95688092,-95.2749219,P-GPS,1.3,0.4,3.0,0.9,0.0,0.0,0.0,0.0,5.4,1.6,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-2,0.5,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
241,543.4,9m 3.4s,38.956881,-95.27492189,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.3,1.6,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-2.1,0.6,-174.1,185.9,1196,1024,1024,1024,1024,,,,,
242,543.5,9m 3.5s,38.95688105,-95.27492189,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,1.1,0.5,5.3,1.6,38.95689271,-95.27493322,19,5,59,11.475,0.01,3.83,3.825,3.82,0,0,0,-2.1,0.6,-174.1,185.9,1297,1024,1024,1024,1024,,,,,
243,543.6,9m 3.6s,38.95688112,-95.27492189,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.3,1.6,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-1.8,1.5,-174.2,185.8,1330,1024,1024,1024,1024,,,,,
244,543.7,9m 3.7s,38.95688117,-95.2749219,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.3,1.6,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-1.5,3,-174.3,185.7,1165,1024,1024,1024,1024,,,,,
245,543.8,9m 3.8s,38.95688126,-95.27492195,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,5.3,1.6,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-1.3,4,-174.3,185.7,1114,1024,1024,1024,1024,,,,,
246,543.9,9m 3.9s,38.95688136,-95.27492208,P-GPS,1.3,0.4,2.6,0.8,0.2,0.1,0.0,0.0,5.2,1.6,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,-0.1,0,-1.7,1.8,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
247,544,9m 4s,38.95688146,-95.27492227,P-GPS,1.3,0.4,2.6,0.8,0.2,0.1,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,-0.1,0,-1.8,0.9,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
248,544.1,9m 4.1s,38.95688152,-95.27492247,P-GPS,1.3,0.4,2.6,0.8,0.2,0.1,0.0,0.0,5.1,1.6,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0.1,-0.1,0,-1.7,0.6,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
249,544.2,9m 4.2s,38.95688162,-95.27492269,P-GPS,1.3,0.4,2.6,0.8,0.3,0.1,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0.1,-0.1,0,-1.6,-0.1,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
250,544.3,9m 4.3s,38.95688171,-95.27492288,P-GPS,1.3,0.4,2.6,0.8,0.3,0.1,0.0,0.0,5.0,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0.1,-0.1,0,-2.3,-0.9,-174.2,185.8,1070,1024,1024,1024,1024,,,,,
251,544.4,9m 4.4s,38.95688179,-95.27492303,P-GPS,1.6,0.5,2.6,0.8,0.3,0.1,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0.1,-0.1,0,-2.6,-1.2,-174.2,185.8,1141,1024,1024,1024,1024,,,,,
252,544.5,9m 4.5s,38.95688185,-95.27492314,P-GPS,1.6,0.5,2.6,0.8,0.2,0.1,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0.1,0,0,-2.2,-0.4,-174.1,185.9,1142,1024,1024,1024,1024,,,,,
253,544.6,9m 4.6s,38.95688191,-95.27492322,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.9,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-1.8,0.3,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
254,544.7,9m 4.7s,38.95688197,-95.27492329,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-1.6,0.5,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
255,544.8,9m 4.8s,38.95688207,-95.27492334,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-1.8,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
256,544.9,9m 4.9s,38.95688215,-95.27492338,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.8,1.5,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.1,-0.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
257,545,9m 5s,38.95688226,-95.27492339,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.6,-0.1,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
258,545.1,9m 5.1s,38.95688235,-95.27492339,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.6,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
259,545.2,9m 5.2s,38.95688244,-95.27492336,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.4,0.4,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
260,545.3,9m 5.3s,38.95688251,-95.27492333,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.2,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
261,545.4,9m 5.4s,38.9568826,-95.27492329,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.1,-0.8,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
262,545.5,9m 5.5s,38.95688267,-95.27492323,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.47,0.009,3.828,3.823,3.819,0,0,0,-2.4,-0.1,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
263,545.6,9m 5.6s,38.95688274,-95.27492314,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.4,0,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
264,545.7,9m 5.7s,38.95688278,-95.27492304,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.3,0.5,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
265,545.8,9m 5.8s,38.95688282,-95.27492293,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.1,1.1,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
266,545.9,9m 5.9s,38.95688284,-95.27492284,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2,1.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
267,546,9m 6s,38.95688286,-95.27492278,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.2,1.3,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
268,546.1,9m 6.1s,38.95688286,-95.27492275,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.3,1.3,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
269,546.2,9m 6.2s,38.95688288,-95.27492278,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.3,1.1,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
270,546.3,9m 6.3s,38.95688289,-95.27492282,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.466,0.008,3.826,3.822,3.818,0,0,0,-2.2,0.7,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
271,546.4,9m 6.4s,38.9568829,-95.27492289,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-1.7,0.2,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
272,546.5,9m 6.5s,38.95688289,-95.27492294,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-1.6,-0.1,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
273,546.6,9m 6.6s,38.9568829,-95.27492299,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-1.9,0,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
274,546.7,9m 6.7s,38.95688289,-95.27492302,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2,0.1,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
275,546.8,9m 6.8s,38.95688289,-95.27492305,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.4,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
276,546.9,9m 6.9s,38.95688288,-95.27492307,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.2,0.6,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
277,547,9m 7s,38.95688288,-95.27492308,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.3,0.6,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
278,547.1,9m 7.1s,38.95688285,-95.27492309,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,1.1,0.5,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.5,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
279,547.2,9m 7.2s,38.95688284,-95.27492307,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.6,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
280,547.3,9m 7.3s,38.95688282,-95.27492305,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,1.1,0.5,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.7,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
281,547.4,9m 7.4s,38.95688281,-95.27492302,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-1.9,0.8,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
282,547.5,9m 7.5s,38.95688279,-95.27492301,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2,0.7,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
283,547.6,9m 7.6s,38.95688277,-95.274923,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.2,0.6,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
284,547.7,9m 7.7s,38.95688273,-95.274923,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.6,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.9,-174,186,1024,1024,1024,1024,1024,,,,,
285,547.8,9m 7.8s,38.95688271,-95.274923,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2,1,-174,186,1024,1024,1024,1024,1024,,,,,
286,547.9,9m 7.9s,38.95688269,-95.27492301,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,1,-173.9,186.1,1024,1024,1024,1024,1024,,,,,
287,548,9m 8s,38.95688269,-95.27492303,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-1.8,1,-173.9,186.1,1024,1024,1024,1024,1024,,,,,
288,548.1,9m 8.1s,38.95688268,-95.27492306,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2,0.7,-174,186,1024,1024,1024,1024,1024,,,,,
289,548.2,9m 8.2s,38.95688266,-95.27492309,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.6,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
290,548.3,9m 8.3s,38.95688263,-95.27492312,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,1.1,0.5,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.462,0.009,3.825,3.821,3.816,0,0,0,-2.1,0.3,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
291,548.4,9m 8.4s,38.95688261,-95.27492316,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-2.2,0.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
292,548.5,9m 8.5s,38.95688258,-95.2749232,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-2.1,0.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
293,548.6,9m 8.6s,38.95688254,-95.27492324,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.8,0.6,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
294,548.7,9m 8.7s,38.95688249,-95.27492328,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.6,0.9,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
295,548.8,9m 8.8s,38.95688244,-95.2749233,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.7,0.5,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
296,548.9,9m 8.9s,38.95688238,-95.27492333,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,1.1,0.5,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.7,0.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
297,549,9m 9s,38.95688233,-95.27492337,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.8,0.3,-174,186,1024,1024,1024,1024,1024,,,,,
298,549.1,9m 9.1s,38.95688227,-95.27492341,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.7,0.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
299,549.2,9m 9.2s,38.95688225,-95.27492347,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.6,0.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
300,549.3,9m 9.3s,38.95688222,-95.27492352,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.9,0.1,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
301,549.4,9m 9.4s,38.9568822,-95.2749236,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-1.9,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
302,549.5,9m 9.5s,38.95688216,-95.27492367,P-GPS,1.3,0.4,2.6,0.8,0.0,0.0,0.0,0.0,4.7,1.4,38.95689271,-95.27493322,19,5,59,11.461,0.009,3.825,3.82,3.816,0,0,0,-2,0,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
