Altitude,Speed,Battery,Wind Speed,GPS Signal,Obstacle Distance,Motor Health,IMU Stability,Temperature,Crash
111,6,42,7,-50,35,79,0.3220971219633807,47,0
125,7,89,23,-85,6,73,0.6737655780107212,46,0
217,46,37,15,-43,46,97,0.4024594313794725,26,0
131,17,4,14,-81,11,96,0.07863214387415718,45,0
173,5,23,11,-97,47,96,0.5936668468495753,48,0
180,26,72,23,-91,15,53,0.8130267759456511,15,0
163,14,95,24,-67,21,65,0.017390235052001435,58,0
224,45,7,9,-56,49,52,0.2968106191761847,56,0
85,33,63,19,-64,16,66,0.36466547969303453,18,0
33,18,52,20,-72,38,77,0.3864118787496258,31,0
121,20,96,3,-96,29,81,0.08922036306201275,16,0
176,39,17,10,-82,20,75,0.9578806713881236,16,0
111,17,61,1,-46,9,54,0.7522129919628092,36,0
61,26,4,2,-68,9,65,0.027102933523128425,18,1
255,12,32,12,-51,43,64,0.6487716309113676,44,0
98,41,49,15,-50,14,72,0.8247591419274745,25,0
244,39,97,3,-97,42,85,0.6389040013116337,23,0
107,38,86,9,-50,45,57,0.853659197657501,16,0
276,12,73,24,-73,12,81,0.00857985134066297,27,0
12,47,41,19,-66,36,68,0.9364735859032942,42,0
23,1,41,2,-93,13,74,0.4826869239077184,19,0
89,2,35,4,-52,14,84,0.9342877726161117,56,1
32,1,81,17,-72,27,96,0.4702418427900382,52,0
200,20,85,5,-72,13,72,0.6113828893862744,23,0
139,38,16,4,-70,8,87,0.09006626732867029,56,0
194,27,58,13,-89,13,73,0.1696668962381026,25,0
161,22,80,19,-67,31,96,0.7509240680637685,43,0
213,43,42,0,-80,37,99,0.16335626297481698,18,0
66,29,88,5,-71,25,93,0.05358532906849789,25,0
269,18,44,4,-96,41,65,0.34616641379680924,22,0
20,22,82,11,-70,24,87,0.10208995513374608,45,0
52,49,91,19,-98,7,50,0.9477494083444162,26,1
50,4,46,21,-60,23,63,0.31173314186306256,11,1
282,41,32,24,-79,36,67,0.12236395832231084,20,0
269,23,11,4,-83,36,94,0.6681250358374861,46,0
155,15,45,18,-100,34,79,0.867122238066222,56,0
127,12,31,21,-54,10,69,0.49372909210502824,26,0
280,12,51,2,-68,33,68,0.20492741406411896,54,0
258,29,56,1,-72,3,71,0.3181324636821107,36,0
91,46,75,15,-96,16,92,0.034726062868096985,34,1
299,18,57,24,-92,17,66,0.0033309081235156635,48,0
61,17,36,5,-45,7,66,0.07787565470958124,21,0
156,21,87,18,-65,28,73,0.5309407742346329,48,0
18,5,70,2,-79,15,58,0.19442947701201407,11,0
192,40,57,1,-53,33,99,0.11759642502827283,44,0
253,41,81,10,-44,41,92,0.7045171729742266,38,0
94,23,85,16,-97,21,64,0.44278167586704553,29,0
260,48,62,6,-81,46,87,0.6432109580365943,21,0
71,40,25,6,-89,35,76,0.3032225071258181,10,0
56,14,70,17,-80,43,59,0.8961849995996104,58,0
73,37,67,13,-53,17,94,0.41880227009392546,59,0
296,2,26,21,-72,14,54,0.9760282793461744,50,0
289,2,51,15,-77,18,54,0.9128616064967925,33,0
140,44,35,0,-91,32,66,0.5142037389334421,19,0
110,45,74,24,-76,46,96,0.32461713542393145,21,0
260,22,18,2,-61,40,58,0.13714193692884336,57,0
16,16,2,17,-80,28,74,0.4788338531337186,55,0
169,17,41,24,-86,21,54,0.1682528988135772,48,0
261,44,75,24,-66,11,88,0.8918531590903466,58,0
72,13,47,19,-50,29,99,0.6437646945111661,17,0
229,9,88,6,-47,49,86,0.502231685458437,57,0
267,17,90,18,-61,4,57,0.5011262854267897,49,0
62,5,59,7,-84,20,73,0.28959006873209037,41,1
168,11,24,2,-75,26,82,0.20145386422451805,11,0
83,26,38,23,-50,40,57,0.5965458038710924,42,0
97,38,86,17,-86,33,84,0.5113880971895818,35,0
196,43,26,14,-45,16,82,0.31237426000717927,29,0
249,11,47,7,-55,15,81,0.7145683043064063,57,0
63,39,10,15,-54,43,52,0.8055268791519222,17,0
65,19,23,6,-67,38,63,0.1576987802769001,45,1
189,26,16,6,-57,27,94,0.17990477528997073,52,0
152,33,66,23,-74,42,71,0.234678275279945,42,0
67,36,73,18,-84,43,76,0.3413394151060857,27,0
224,25,7,1,-64,36,82,0.1470222898761787,29,0
154,2,86,13,-84,47,61,0.7219758834868607,24,0
95,7,14,3,-86,31,76,0.3783782234466685,20,0
238,1,56,18,-57,6,72,0.6548900798780797,33,0
147,3,12,12,-61,46,73,0.3346367788059973,40,0
176,12,93,16,-77,8,83,0.7353650296263337,29,0
125,18,18,13,-52,25,82,0.24428296041527953,53,0
19,30,52,19,-77,13,83,0.12126238406725642,40,0
263,15,42,24,-61,9,66,0.44341465283792614,44,0
159,41,45,4,-43,25,59,0.8990649344784472,25,0
185,11,44,5,-67,11,80,0.2276657836213467,11,0
271,20,29,1,-92,39,87,0.8689151529493209,34,0
63,5,74,6,-92,3,70,0.7462471832892337,57,0
10,9,23,8,-43,25,93,0.3466415225537993,56,1
276,35,26,4,-54,12,78,0.8356211688224335,24,0
39,20,56,6,-77,40,93,0.48692544430614404,47,0
82,21,97,0,-43,1,83,0.3263998062325323,38,0
282,36,16,2,-75,18,61,0.11691457916524661,21,0
10,14,65,21,-70,4,61,0.8924027975967694,43,0
250,39,34,22,-44,6,75,0.36733297941253906,28,0
82,39,44,12,-58,28,55,0.5388853891134885,43,0
41,16,19,16,-48,4,76,0.3387016851857574,51,1
292,44,18,22,-41,5,53,0.5725326595212751,47,0
109,18,32,9,-78,27,53,0.650729291310351,44,0
291,2,23,6,-84,34,85,0.7414488002366536,26,0
23,40,54,12,-64,9,50,0.440001300915976,41,0
256,9,55,17,-89,18,55,0.07203844701446838,54,0
284,48,33,6,-41,46,99,0.39335131498248543,14,0
288,7,37,5,-74,40,87,0.8795286704547564,12,0
44,46,44,13,-61,3,62,0.2878845427156448,32,0
245,37,28,1,-79,19,80,0.47025120637078277,15,0
72,30,19,10,-83,31,70,0.7268551520209138,57,0
169,22,13,6,-46,22,83,0.3380963115184493,17,0
178,3,34,2,-53,33,84,0.4847807942931548,33,1
199,30,58,12,-42,47,68,0.5448476861427084,47,0
207,19,93,23,-96,8,54,0.2884750472340981,33,0
154,4,61,17,-73,11,74,0.44201024881062645,22,0
141,18,13,5,-77,45,63,0.911241841883597,28,0
37,2,66,20,-61,12,73,0.5009126835771083,49,1
15,8,17,7,-59,5,59,0.7875416576755113,13,0
90,13,20,2,-87,5,67,0.25501936612488774,33,0
47,29,59,21,-89,25,52,0.9774141445621507,35,0
256,28,31,7,-56,45,92,0.32237192791260705,33,1
299,12,62,1,-87,19,92,0.9262512081199415,18,0
107,16,20,17,-54,35,95,0.24883496797287274,53,0
156,43,42,4,-93,45,81,0.40319700082568133,28,0
24,13,7,8,-79,49,66,0.23943628944436302,49,0
110,28,44,8,-86,15,98,0.6404005026764638,53,0
45,18,50,13,-96,27,62,0.2602787842532891,11,0
229,27,19,18,-85,21,81,0.949354830886918,33,0
76,2,59,3,-51,26,89,0.9059331518860385,10,0
145,28,23,7,-100,42,74,0.22719614718963932,56,0
215,8,65,13,-68,34,99,0.47224174486018966,30,0
167,24,98,7,-68,47,71,0.3459737248107013,52,0
126,41,24,13,-62,11,61,0.9899636387405139,55,0
69,12,88,21,-43,20,75,0.7510829786328345,16,0
66,5,36,9,-76,5,88,0.18239673531418132,49,0
49,36,59,5,-64,7,98,0.8124302284718462,14,0
249,19,82,19,-59,41,84,0.5091599880585757,30,0
122,43,41,13,-70,49,74,0.3959321144969803,54,0
146,41,57,14,-76,26,65,0.11483982078368138,35,0
50,48,55,16,-89,47,93,0.7458572050730164,23,0
17,36,68,17,-92,26,70,0.9811789449804016,12,0
223,5,97,9,-76,43,98,0.21165257554773143,23,0
15,4,81,4,-80,45,83,0.22717328526892144,29,0
177,9,34,7,-99,22,70,0.6856115606158429,27,0
84,46,5,12,-57,3,52,0.07427293556063685,58,0
294,13,28,19,-41,32,98,0.4165169344670008,32,0
232,18,49,17,-57,21,73,0.5282926612084526,19,0
238,21,88,7,-62,45,94,0.40028149096308785,49,0
12,16,56,3,-89,14,61,0.5428689423134704,41,1
287,19,17,6,-76,25,54,0.3628485396899478,47,0
29,28,34,0,-52,49,62,0.9028571073099063,22,1
257,9,47,9,-98,31,83,0.5005082000214778,18,0
111,2,76,19,-88,35,71,0.9651900007135708,53,1
93,46,71,13,-88,35,88,0.27923136428084905,40,0
232,23,9,0,-75,43,75,0.734949754831536,46,0
220,26,89,16,-70,37,72,0.049405615770176436,25,0
86,7,90,23,-89,27,96,0.41363777563668047,33,0
30,25,63,3,-93,5,81,0.4483399392891292,10,0
294,35,83,20,-45,18,66,0.688951023719533,29,0
238,5,70,22,-76,33,83,0.847031245479862,15,0
177,40,28,0,-60,25,94,0.778180479439812,56,0
185,14,5,2,-55,28,81,0.4722192822321486,19,0
251,26,60,10,-66,47,88,0.1807281930858955,48,0
260,22,58,22,-76,4,84,0.657204466422786,37,0
36,10,83,22,-91,40,53,0.6079192432857218,48,0
52,34,40,18,-81,12,79,0.0814121268642739,16,0
156,40,61,6,-73,10,64,0.5597324294455208,47,0
225,19,12,14,-72,28,51,0.575515841797618,47,0
84,17,37,1,-95,24,91,0.2205136248043923,57,0
53,25,22,0,-82,4,63,0.9299379913537769,40,0
225,5,21,20,-82,11,59,0.11759377838878626,20,0
207,35,19,6,-54,43,52,0.6698013682798091,20,0
198,7,86,8,-56,32,83,0.5844432486696627,14,0
166,41,85,4,-69,45,64,0.33307956507252634,25,0
109,40,77,19,-62,14,72,0.49678392667962723,45,0
297,27,92,19,-78,26,65,0.7479018682322485,13,0
248,15,44,4,-95,22,95,0.44389681815995674,46,0
51,35,92,5,-45,24,79,0.5782304234612015,15,0
50,10,73,17,-42,32,52,0.5645155243013665,44,0
229,14,63,21,-80,38,51,0.3852092867989465,40,0
284,25,9,12,-84,17,93,0.9555926154609776,36,0
223,39,14,17,-92,32,66,0.15056759502193118,26,0
275,31,67,12,-72,10,77,0.03393479121484588,13,0
187,23,95,8,-53,47,77,0.24587368153519829,27,0
147,30,33,5,-99,48,88,0.6684553417655402,57,0
87,44,37,4,-89,40,96,0.21110447038896685,26,0
223,22,94,24,-78,35,82,0.1448615935164942,54,0
262,23,5,7,-81,31,64,0.41612957149133634,49,0
180,38,52,7,-67,29,82,0.3366126932550201,23,0
189,31,62,10,-45,48,63,0.8743136486476244,43,0
98,11,78,21,-97,25,58,0.8632001020336506,46,1
155,1,57,14,-46,17,69,0.23664762699183906,33,0
253,31,75,4,-100,47,59,0.213228403907208,54,0
177,21,33,21,-63,3,57,0.3700157686470953,57,0
171,11,71,2,-71,42,75,0.6007726235295953,57,0
203,29,58,18,-65,7,90,0.823980275038842,39,0
202,29,71,19,-62,7,67,0.008871668996446425,57,0
293,25,84,5,-56,4,79,0.4200160755189162,41,0
269,7,25,5,-57,22,71,0.3568954463335564,39,0
223,5,11,16,-97,9,93,0.09257040631025648,36,0
189,38,90,24,-82,11,98,0.765219393465523,47,0
137,41,47,14,-76,36,52,0.18498362168408566,36,0
84,5,35,17,-88,27,80,0.6474127640050055,14,0
259,40,37,7,-54,24,68,0.19956905005839587,35,0
34,13,12,24,-67,30,81,0.4390864483251927,37,0
114,5,31,19,-96,35,56,0.7073449350305369,56,0
53,19,92,6,-47,21,57,0.5752213959270029,56,0
22,5,70,12,-57,28,76,0.7533953854443184,31,0
186,17,77,22,-89,34,92,0.47994983799649227,36,0
119,8,32,7,-82,33,85,0.6366851740101982,32,0
31,20,45,4,-44,20,88,0.4031149755750061,47,0
265,7,27,6,-79,23,63,0.42279550069019955,44,0
203,11,14,8,-92,37,65,0.8764427225505431,13,0
279,2,90,6,-80,48,99,0.47195825463044805,13,0
78,5,97,24,-62,8,52,0.4298988598249307,35,0
11,1,54,1,-86,8,64,0.06707490072782663,40,0
168,10,96,7,-59,45,77,0.5322997205806351,51,0
258,6,4,21,-55,37,70,0.0715323223628126,49,0
196,20,30,1,-67,16,88,0.06914232122287955,20,0
193,38,81,8,-85,45,68,0.8186434123489199,11,0
185,11,13,10,-85,24,59,0.8335104688067769,45,0
265,34,30,0,-65,46,64,0.5257018977913095,15,0
106,7,93,5,-50,39,69,0.6603434812088915,55,0
62,1,20,17,-98,9,77,0.5029690390685784,44,0
238,40,62,3,-72,7,85,0.9722115406432448,11,0
63,2,83,23,-53,41,86,0.5217221980970508,58,0
137,43,46,5,-58,12,54,0.01492258462830831,23,0
204,39,62,18,-89,37,81,0.632033304901761,53,0
184,22,64,7,-74,39,95,0.4228393805343591,17,0
61,20,30,3,-93,6,94,0.9506765031436092,28,0
99,21,77,4,-78,41,57,0.9494037346749388,10,0
208,13,27,18,-46,6,50,0.9635291580063874,42,0
242,3,32,18,-81,45,95,0.5921185211574727,14,0
76,38,48,1,-69,22,67,0.07694833164032988,13,0
183,24,93,17,-67,32,66,0.9159491111573603,29,0
91,20,65,4,-92,42,63,0.8107087774127716,30,0
25,27,90,14,-43,35,81,0.4223179046262845,12,0
14,36,36,5,-42,15,80,0.31615621191674437,11,0
35,33,66,22,-45,35,61,0.8183996993686975,49,0
272,11,2,7,-69,19,89,0.8742690942897924,34,0
98,21,93,24,-83,48,58,0.5999496698852907,12,0
286,39,36,16,-78,17,81,0.2619440578217511,12,0
269,47,66,10,-46,39,66,0.6869853760125418,43,0
129,47,69,8,-78,10,92,0.919531919945392,30,0
123,13,66,10,-74,30,94,0.13971525971254228,31,0
24,22,57,21,-88,15,87,0.7577633652603107,21,1
139,12,37,17,-51,19,59,0.8726009472062278,35,0
88,33,43,0,-61,36,69,0.08214677351586508,52,0
136,2,14,1,-83,1,68,0.12189463254631205,12,0
134,27,11,17,-69,19,92,0.3748373041042735,54,0
206,31,98,19,-63,35,77,0.06854057668680025,15,0
168,28,2,14,-51,9,50,0.7000544359061691,10,0
244,24,39,5,-75,27,60,0.7055577918348485,47,0
286,2,88,11,-46,41,99,0.4204619793904294,44,0
19,5,24,10,-51,9,64,0.37440698184030097,26,0
70,32,33,15,-66,39,93,0.8182576515551628,23,0
153,14,32,21,-80,25,77,0.9350082713286285,16,0
217,10,59,2,-99,29,55,0.5911076958832233,27,0
206,27,63,20,-73,47,51,0.01936045507009221,14,0
206,15,94,1,-76,45,92,0.8096465514270724,54,0
54,12,64,12,-99,29,52,0.16910235697160092,29,0
48,32,6,21,-59,17,54,0.8481528503489985,22,0
26,6,50,8,-65,36,66,0.2922240299728207,23,0
70,7,89,4,-75,3,69,0.9891666812180508,28,0
244,29,2,9,-74,45,97,0.12193741090837762,49,0
194,13,27,3,-61,20,58,0.2200524494963545,53,0
147,1,21,6,-49,20,66,0.010561543370529503,53,0
271,46,61,1,-94,47,56,0.9136857123893843,12,0
169,32,79,2,-83,10,70,0.08230359158983824,45,0
236,27,24,22,-72,42,66,0.04888276083856791,57,0
178,32,30,14,-74,3,88,0.5171215571538629,57,0
113,11,11,18,-69,13,76,0.47098912908729773,21,0
93,22,67,1,-91,33,51,0.7192885977998932,51,0
223,23,2,5,-95,30,95,0.7677005974824911,35,0
104,24,36,14,-90,5,82,0.8096387930615845,47,0
38,38,93,7,-58,8,94,0.9202869288752369,33,1
118,46,14,8,-95,6,56,0.4630689631553421,48,0
137,10,1,20,-90,23,74,0.7684779153278789,33,0
251,44,27,21,-90,30,98,0.4304460205597389,54,0
112,11,81,1,-49,32,86,0.29844619057176935,34,0
246,30,35,9,-44,35,71,0.7541935483760932,12,0
75,11,45,5,-93,4,87,0.4818637050444199,39,0
99,6,40,10,-59,45,79,0.4336076944015864,12,0
126,34,68,14,-71,3,58,0.043656974146913496,13,0
89,39,42,20,-92,20,97,0.8996031930858792,40,0
27,7,87,10,-76,41,86,0.6102782958684042,29,0
259,42,40,20,-96,16,65,0.8082004302155676,11,0
56,45,22,4,-80,8,84,0.1221437639296783,26,0
72,8,11,9,-60,17,97,0.7162713076904909,50,0
99,16,75,7,-85,16,95,0.8991061073536446,40,0
286,28,49,4,-63,42,63,0.8473939022777687,40,0
117,37,49,13,-66,38,89,0.7588323313280603,54,0
110,16,23,6,-85,17,54,0.49066107814176185,52,1
14,41,28,24,-95,4,78,0.2998031624011508,49,0
274,21,19,16,-99,21,83,0.6926361234724796,38,0
92,28,10,23,-43,33,79,0.660384177217108,53,0
210,15,13,8,-78,3,74,0.6423334435668425,30,0
262,15,97,9,-41,37,82,0.5307912685155171,41,0
217,17,12,21,-57,32,54,0.17199392452858087,19,0
36,13,37,7,-55,24,75,0.2749471766997781,12,0
297,9,24,19,-67,4,99,0.30468270832957556,10,0
185,34,97,15,-98,18,93,0.31929997899324414,43,0
144,31,1,12,-49,18,83,0.47927433863884705,17,1
299,39,32,11,-51,42,85,0.6489708039214521,58,1
284,33,69,24,-43,27,95,0.6180524964886552,34,0
268,38,28,6,-44,18,59,0.16308346589809597,34,0
109,30,63,21,-99,4,74,0.733206934029815,55,0
222,20,41,12,-65,25,67,0.8606230392340342,28,0
114,45,25,7,-96,19,87,0.9508090162222791,41,0
174,31,28,15,-42,42,77,0.49735751539056705,59,0
182,49,11,3,-58,42,83,0.8502302748586313,43,0
69,11,57,22,-98,10,70,0.03710460802981308,53,0
166,21,86,18,-46,23,92,0.2679994286029278,30,0
275,48,1,14,-88,37,94,0.8205679400579757,47,0
77,40,18,12,-73,48,50,0.5595032217659274,59,0
128,6,69,18,-52,43,61,0.1426361090633237,26,0
173,26,37,16,-71,14,82,0.8374368019156545,35,0
65,19,13,9,-55,15,50,0.2508221485558718,44,0
49,20,46,22,-85,40,80,0.22131903197216307,50,0
177,38,33,13,-78,30,53,0.8559568728759777,57,0
73,12,62,16,-99,7,96,0.3962388220762404,33,0
283,4,32,20,-54,49,84,0.36560108250805223,23,0
48,7,62,5,-80,20,65,0.756234317414738,58,0
269,19,38,11,-97,8,92,0.7279626939177704,44,0
10,19,96,22,-58,18,74,0.14199686612222362,57,0
52,35,54,2,-88,23,97,0.12363043426935771,45,0
79,45,13,14,-90,18,86,0.6461154070644638,16,0
267,46,63,12,-59,27,56,0.7740941392357195,58,0
119,30,24,23,-41,45,87,0.8111534697026319,51,0
206,23,11,14,-47,19,61,0.7416422209541917,29,0
192,4,82,4,-49,42,89,0.11609949260072494,35,0
279,42,41,11,-81,2,54,0.6345078388406004,37,0
22,36,45,20,-52,28,98,0.5194877970109487,43,0
67,16,84,10,-55,12,88,0.23503583243101722,53,0
289,23,84,10,-67,1,84,0.23565679437699483,12,0
63,26,36,6,-86,14,96,0.6256001287317688,47,0
20,13,39,3,-91,16,77,0.22078248729142735,43,0
73,43,28,2,-80,6,96,0.5943987749751931,46,0
181,39,83,14,-60,39,82,0.4832799497652921,30,0
73,29,59,9,-85,27,69,0.382559860295668,38,0
137,12,3,23,-64,47,69,0.6185026072430135,16,0
65,2,71,12,-52,1,66,0.4878195681851911,43,0
13,20,44,13,-85,16,57,0.6071604978347178,50,0
96,12,13,19,-46,9,82,0.1694528918388054,16,0
235,21,80,7,-90,13,66,0.4995345275860079,21,0
120,12,40,10,-60,8,55,0.4862562881380913,59,0
254,21,2,24,-73,38,87,0.18550702431503163,32,0
39,48,37,4,-88,11,71,0.42202585066869047,38,0
70,27,18,18,-96,26,93,0.5497026369679594,44,0
285,36,74,13,-94,17,55,0.840321150179074,14,1
71,39,60,14,-46,9,80,0.2507956780836553,58,0
185,19,47,8,-75,22,67,0.4484662850185882,25,0
154,25,5,11,-83,9,69,0.5670041017913555,35,1
20,4,71,20,-71,30,68,0.6794473669136315,57,0
171,40,92,13,-42,20,54,0.3674667730931356,42,0
274,10,50,23,-63,4,63,0.6919934304531218,28,0
282,28,85,22,-49,27,94,0.17347814492312208,38,0
203,37,95,22,-53,42,91,0.24441502063830522,29,0
110,22,9,23,-91,39,99,0.6550364936645532,37,0
34,13,59,18,-83,29,81,0.5579050089954214,45,0
56,27,58,7,-97,39,73,0.16163437748510467,28,0
51,40,4,18,-87,15,68,0.359670272778119,24,0
232,24,55,8,-85,26,53,0.6610019788989999,22,0
254,35,35,7,-63,6,97,0.36141407997053976,47,0
45,11,9,0,-44,38,67,0.22778498345928133,37,0
250,25,11,9,-76,42,58,0.47331168111810706,26,0
17,33,59,7,-81,20,55,0.48364028002643344,55,0
58,9,25,19,-51,26,99,0.24407524238970668,47,0
135,3,38,15,-94,25,91,0.3351966293775098,25,0
105,18,33,1,-73,23,71,0.9463110159280901,49,0
164,45,11,0,-90,5,80,0.45623181094579013,20,0
225,22,66,14,-74,4,90,0.48947731951380347,15,0
26,6,86,11,-87,21,67,0.9929878717804633,52,0
20,46,59,20,-71,49,75,0.5618898851116003,14,0
35,47,52,18,-42,43,53,0.29347973639967695,37,0
54,45,93,24,-91,25,84,0.665878475428574,16,0
252,43,34,20,-55,5,66,0.7864179429287211,47,0
151,7,21,3,-95,31,62,0.04405413701907812,47,0
239,9,90,11,-89,10,67,0.46625114838521,39,0
226,38,17,1,-82,15,55,0.9404661896741029,30,0
38,25,24,22,-84,40,55,0.4902169545897196,37,0
113,34,5,13,-45,36,56,0.5613965514469412,21,0
254,44,4,22,-76,19,97,0.5391672970642092,55,0
292,8,17,8,-53,49,71,0.6519931577678779,24,0
205,30,13,24,-69,7,88,0.9883747802056737,43,0
68,17,83,7,-48,25,98,0.3974515716471657,33,0
191,22,28,1,-53,48,50,0.27672042139274233,49,0
53,35,15,6,-89,18,88,0.3785652381742285,15,0
156,36,16,10,-46,10,54,0.4929299948003222,22,0
10,45,7,10,-41,9,88,0.9305851697717461,24,0
153,44,67,15,-66,9,73,0.5344762415581806,53,0
148,3,52,0,-92,19,74,0.1547809052290502,41,1
120,47,59,5,-58,47,59,0.3935325016419724,30,0
95,14,65,11,-64,33,50,0.13623914944951088,40,0
221,32,47,2,-52,9,50,0.6832446175149042,33,0
60,43,27,17,-90,18,83,0.3612462399912285,58,0
82,14,18,6,-48,40,68,0.19663907685939686,14,0
70,19,40,0,-41,35,66,0.8319169396970724,35,0
201,36,5,14,-45,33,58,0.5670402440569229,51,0
76,38,65,7,-72,36,71,0.5938295440329232,53,0
289,43,70,22,-83,14,92,0.48919603451403715,17,0
219,19,46,2,-99,18,84,0.5931241337382531,38,0
157,23,28,14,-60,49,97,0.3355192367183767,40,0
225,26,58,14,-44,19,79,0.15989499883991753,10,0
257,47,93,3,-46,1,83,0.9289842862571384,43,0
37,49,2,15,-44,11,60,0.9794627433440735,48,0
200,14,82,20,-92,35,59,0.5316390776865694,21,0
127,31,28,24,-81,39,63,0.9861073516007454,18,0
144,43,12,14,-61,28,69,0.7111143571082157,44,0
39,11,45,23,-52,16,73,0.8455351011864204,35,0
17,34,82,15,-54,41,69,0.25219209293827494,37,0
34,37,41,20,-98,12,92,0.9288080220943585,12,1
113,19,37,13,-86,25,62,0.07691954356382602,30,0
106,17,36,17,-86,23,67,0.45558495485112216,11,0
235,8,95,17,-43,28,60,0.7523335939463871,38,0
260,14,48,23,-76,2,77,0.7236137513472188,42,0
272,13,14,7,-71,18,69,0.7567029484124204,22,0
292,30,60,24,-45,1,66,0.2190466023561165,39,0
137,39,16,19,-96,21,78,0.8593393393828062,57,0
261,1,89,3,-92,2,67,0.2895633433469581,42,0
259,22,15,17,-82,30,88,0.41853460604990034,25,0
140,7,16,6,-78,27,97,0.11816456294511324,24,0
155,15,91,4,-45,34,53,0.6858543373440339,42,0
250,12,87,4,-86,20,55,0.17410874387662578,17,0
75,38,33,10,-48,22,71,0.3758028619756343,46,0
33,18,32,21,-94,25,80,0.08310944473465431,35,0
41,44,35,16,-60,25,68,0.16148158829214188,38,0
67,14,27,4,-65,13,52,0.8078332086110307,28,0
173,13,2,14,-57,13,85,0.01855501064311249,56,0
26,10,34,24,-43,38,53,0.4698174870507068,37,0
112,11,29,10,-45,21,83,0.5747039674437142,49,0
118,47,59,21,-90,4,71,0.4142456448746049,58,0
241,3,16,16,-58,49,81,0.4583176519020269,14,0
63,33,73,3,-61,26,93,0.5928166493069303,39,0
191,2,64,24,-67,35,51,0.7847542190594485,44,0
125,24,45,13,-69,35,77,0.09198029968160815,51,0
60,36,76,0,-44,3,69,0.30771469361697523,45,0
213,34,64,2,-49,22,87,0.1297406699533593,51,0
290,20,30,4,-96,16,96,0.39587281875561386,28,0
135,13,99,23,-49,36,94,0.9005088546152675,27,0
254,17,79,11,-75,20,93,0.11003286630987807,40,0
165,24,74,6,-83,24,89,0.5904484183493208,13,0
171,1,12,4,-83,13,64,0.10023567929724486,14,0
79,1,5,20,-75,39,91,0.5548305680057884,59,0
235,24,85,19,-62,29,70,0.19280613834346016,31,0
233,9,4,10,-99,36,96,0.49100873293150094,19,0
60,18,93,24,-100,23,51,0.25903634516432716,26,0
47,43,8,23,-100,2,90,0.8986381067013212,52,1
71,11,74,10,-85,36,72,0.8737152540567225,31,0
129,21,99,21,-45,10,62,0.8100664116977123,19,0
180,40,94,12,-41,25,55,0.51116087748137,21,0
188,19,50,7,-75,22,63,0.6625896521330793,58,0
38,27,11,20,-70,14,60,0.06621606834963667,12,0
34,7,45,15,-47,14,69,0.879261372813712,19,0
220,16,34,22,-47,31,71,0.7284634594411332,42,0
107,7,6,0,-81,43,77,0.48837751199457,31,0
129,49,68,8,-74,46,62,0.6128622239994226,41,0
216,15,42,11,-64,3,79,0.5306222532479026,10,0
211,23,7,7,-58,10,98,0.8570400372276727,15,0
291,4,69,9,-78,42,72,0.5702082778162243,53,0
194,9,51,23,-99,30,91,0.8232010729780604,51,0
83,14,44,21,-71,34,93,0.8007782610393313,34,0
279,10,97,13,-77,17,76,0.10078327573887236,33,0
203,37,25,15,-45,19,99,0.12108610678482246,13,0
101,4,78,24,-44,20,51,0.27037131478639875,51,0
70,31,87,1,-57,32,80,0.38796524921684505,18,0
188,26,33,8,-63,4,84,0.355950053320502,33,0
225,32,11,7,-45,48,63,0.8623175394888376,47,0
205,32,33,15,-44,12,86,0.039618438651865984,42,0
252,49,13,19,-74,14,90,0.7446907883517642,14,0
11,12,77,2,-56,6,82,0.3051385640343782,50,0
157,27,13,1,-77,2,75,0.7072247088528967,50,0
36,17,37,17,-65,20,70,0.9878246194713947,29,0
126,29,90,3,-79,11,60,0.2727566169134882,31,0
195,35,96,19,-44,21,82,0.24934219252277168,43,0
283,6,17,11,-48,33,84,0.41489872694230023,20,0
62,11,55,15,-58,32,82,0.12232880011498981,29,0
297,10,58,14,-59,4,92,0.977187913743092,33,0
11,18,20,19,-73,6,59,0.9053141288203377,25,0
132,24,23,1,-74,21,50,0.6052744323378595,26,0
299,39,55,21,-64,30,87,0.5976703801035228,58,0
288,32,4,11,-66,23,91,0.9746950072228195,11,0
221,39,39,19,-89,38,91,0.0732271962197405,58,0
259,12,86,6,-81,46,98,0.8763380159341704,14,0
150,27,28,24,-96,45,65,0.4372531894840498,30,0
227,16,16,1,-79,17,59,0.9601022614885152,43,0
118,33,91,8,-100,4,61,0.5460859998421259,32,1
120,49,52,14,-65,17,59,0.8034049099107812,48,0
280,16,6,21,-75,19,57,0.9083086067973939,53,0
86,18,36,1,-54,43,74,0.44661071582830913,28,0
120,35,6,20,-93,6,81,0.28031805551926836,58,0
239,32,15,12,-42,33,63,0.36218376350234005,34,0
189,18,68,17,-76,17,61,0.7907385487999933,17,0
296,18,78,4,-78,6,70,0.7799918933848542,33,0
191,20,87,7,-96,3,64,0.88756892412297,50,0
37,3,38,3,-78,16,61,0.03621893111713925,57,0
77,19,75,12,-63,21,99,0.9575277476080424,18,0
281,10,36,22,-81,38,74,0.49166772168150263,15,0
232,9,54,4,-73,14,62,0.7378648860818057,34,0
185,28,95,15,-75,26,64,0.6585104564247747,46,0
65,47,11,3,-47,45,60,0.01915547954757557,48,0
40,23,9,0,-60,33,66,0.4392591439905478,47,0
128,49,59,6,-79,25,86,0.3905662018900067,15,0
104,32,84,8,-94,9,89,0.16264409224981913,35,0
